index,field,pv,value,record_type
1044,state,SR11A-PC-HSTR-06:STATE,2,ai
1044,state,SR11A-PC-VSTR-06:STATE,2,ai
1047,offset,SR11A-PC-Q3B-08:OFFSET1,0,ai
1049,enabled,SR11C-DI-EBPM-06:CF:ENABLED_S,1,ai
1051,offset,SR11A-PC-Q2B-09:OFFSET1,0,ai
1054,error_sum,SR11A-PC-HSTR-07:ERCSUM,0,ai
1054,error_sum,SR11A-PC-VSTR-07:ERCSUM,0,ai
1054,state,SR11A-PC-HSTR-07:STATE,2,ai
1054,state,SR11A-PC-VSTR-07:STATE,2,ai
1057,offset,SR11A-PC-Q1B-10:OFFSET1,0,ai
1059,enabled,SR11C-DI-EBPM-07:CF:ENABLED_S,1,ai
1073,enabled,SR12C-DI-EBPM-01:CF:ENABLED_S,1,ai
1075,offset,SR12A-PC-Q1B-01:OFFSET1,0,ai
1078,error_sum,SR12A-PC-HSTR-01:ERCSUM,0,ai
1078,error_sum,SR12A-PC-VSTR-01:ERCSUM,0,ai
1078,state,SR12A-PC-HSTR-01:STATE,2,ai
1078,state,SR12A-PC-VSTR-01:STATE,2,ai
1081,offset,SR12A-PC-Q2B-02:OFFSET1,0,ai
1083,offset,SR12A-PC-Q3B-03:OFFSET1,0,ai
1086,error_sum,SR12A-PC-HSTR-02:ERCSUM,0,ai
1086,error_sum,SR12A-PC-VSTR-02:ERCSUM,0,ai
1086,state,SR12A-PC-HSTR-02:STATE,2,ai
1086,state,SR12A-PC-VSTR-02:STATE,2,ai
1089,enabled,SR12C-DI-EBPM-02:CF:ENABLED_S,1,ai
1095,enabled,SR12C-DI-EBPM-03:CF:ENABLED_S,1,ai
1098,error_sum,SR12A-PC-HSTR-03:ERCSUM,0,ai
1098,error_sum,SR12A-PC-VSTR-03:ERCSUM,0,ai
1098,state,SR12A-PC-HSTR-03:STATE,2,ai
1098,state,SR12A-PC-VSTR-03:STATE,2,ai
1103,enabled,SR12C-DI-EBPM-04:CF:ENABLED_S,1,ai
1106,error_sum,SR12A-PC-HSTR-04:ERCSUM,0,ai
1106,error_sum,SR12A-PC-VSTR-04:ERCSUM,0,ai
1106,state,SR12A-PC-HSTR-04:STATE,2,ai
